"property_type","state_name","surface_covered_in_m2","rooms","price"
"1","16",57,1,350000
"1","16",70,2,260000
"1","16",54,2,180000
"1","11",28,1,135000
"1","16",65,1,411025
"2","16",93,1,460000
"1","16",94,2,500000
"1","16",55,1,250000
"2","16",105,3,245000
"2","16",270,3,1300000
"2","16",90,3,390000
"1","9",150,3,950000
"2","16",60,2,330000
"1","16",160,3,510000
"1","16",72,2,397000
"1","16",63,1,200000
"2","16",145,1,297000
"1","16",122,1,710000
"2","11",80,1,255000
"2","16",180,5,450000
"1","16",44,1,140000
"1","16",51,1,245000
"1","16",63,1,639000
"1","3",82,3,512669
"1","16",99,3,440000
"1","16",288,1,5395000
"1","16",74,1,450000
"2","16",270,4,2800000
"1","16",335,3,4200000
"1","16",50,2,600000
"1","16",40,2,179000
"1","16",115,2,650000
"2","16",153,1,480000
"1","16",45,1,200000
"1","16",45,7,279800
"1","16",92,2,780000
"2","16",300,2,1500000
"1","16",80,1,850000
"1","16",134,3,1250000
"1","16",150,1,2100000
"2","16",73,1,275000
"1","16",70,1,640000
"1","6",48,1,265000
"1","16",48,1,280000
"1","16",60,2,300000
"1","16",75,1,530000
"2","16",500,1,1250000
"2","16",90,2,580000
"1","16",74,1,600000
"1","16",135,2,1550000
"1","16",84,9,1280000
"1","14",123,1,650000
"2","16",109,1,625000
"1","13",70,1,419000
"1","16",105,2,1370000
"1","13",52,1,320000
"2","16",138,1,450000
"2","16",280,4,880000
"1","12",69,3,302000
"2","8",222,1,280000
"2","16",330,4,650000
"2","16",111,1,425000
"2","16",240,4,1350000
"2","16",520,4,2000000
"2","16",172,1,750000
"2","16",271,3,1166000
"2","16",83,1,401000
"1","16",57,1,490000
"2","16",100,2,400000
"2","16",235,1,1800000
"2","16",303,2,930000
"2","16",300,4,1300000
"1","16",108,3,590000
"1","16",97,3,860000
"2","16",240,3,920000
"2","16",75,2,620000
"1","16",250,3,829000
"2","16",165,3,440000
"2","11",265,3,850000
"1","16",38,2,208000
"1","16",47,1,260000
"1","16",50,1,260000
"2","16",116,1,375000
"2","11",220,2,280000
"1","8",45,4,200000
"2","8",70,1,210000
"1","16",105,3,1400000
"1","16",158,2,2500000
"1","11",74,1,553800
"1","16",166,6,850000
"2","11",79,1,260000
"1","16",170,3,1600000
"1","16",64,2,197000
"1","16",69,1,250000
"1","16",260,3,3000000
"1","8",69,1,310000
"1","16",110,1,790000
"1","16",173,1,2000000
"1","11",69,2,330000
"1","8",90,1,340000
"2","16",300,3,1850000
"1","16",0,10,680000
"1","13",48,1,240000
"2","16",182,1,269882
"1","16",115,3,680000
"1","16",144,2,994000
"1","8",160,2,700000
"1","16",76,1,480000
"1","16",77,1,455000
"2","16",323,1,850000
"1","16",53,1,220000
"1","16",120,1,850000
"1","15",142,1,1734000
"2","16",500,6,1800000
"1","16",92,2,900000
"1","16",65,2,330000
"2","16",584,1,1800000
"1","16",86,1,220000
"1","16",69,1,410000
"1","8",77,1,886500
"1","16",56,1,430000
"2","16",115,8,410000
"1","16",50,5,275000
"1","15",53,2,292958
"1","15",128,2,1691000
"1","16",64,2,315000
"1","16",57,1,202000
"1","16",350,3,2900000
"1","16",126,2,850000
"1","13",110,1,1500000
"2","16",135,1,800000
"2","16",600,3,1900000
"1","16",160,1,1600000
"2","16",150,1,550000
"2","16",144,2,850000
"1","16",49,1,169900
"1","16",130,3,1800000
"1","16",100,1,1200000
"1","14",70,1,255000
"1","16",220,4,1890000
"1","16",82,1,609200
"2","16",161,1,600000
"1","16",65,2,320000
"1","16",69,1,460000
"1","16",85,1,450000
"1","16",80,1,410000
"1","16",65,2,345000
"1","16",45,2,220000
"2","16",73,1,205000
"1","16",140,1,1400000
"2","16",641,3,3750000
"4","16",74,1,540000
"1","16",70,1,400000
"1","16",220,3,2285000
"1","11",51,1,170000
"1","16",69,1,530000
"1","16",62,1,477000
"1","6",88,3,466212
"1","16",97,1,740000
"2","16",378,3,1780000
"2","16",1050,2,850000
"1","16",144,1,980000
"1","16",49,1,646600
"1","16",100,8,590000
"1","16",50,2,246200
"1","16",90,2,900000
"1","16",80,2,770000
"1","16",50,1,550000
"1","16",52,1,250000
"1","16",160,1,750000
"1","15",138,2,1250000
"2","16",200,2,500000
"1","16",126,13,1350000
"1","16",176,6,1554000
"2","16",150,1,480000
"2","16",150,2,310000
"3","16",200,3,650000
"2","16",230,1,420000
"1","16",106,2,215000
"1","16",60,1,360000
"2","16",400,3,950000
"1","16",55,1,170000
"2","16",220,1,750000
"1","16",88,1,360000
"2","16",92,1,320000
"2","16",135,1,430000
"1","16",127,1,480000
"1","16",50,1,230000
"1","3",65,1,220000
"1","16",70,1,215000
"1","16",66,1,620000
"1","16",110,1,900000
"1","16",82,2,550000
"1","11",103,1,600000
"2","16",120,1,550000
"2","16",250,2,1000000
"1","13",153,3,1400000
"1","16",123,2,840000
"1","16",156,2,1160000
"1","16",62,1,405000
"1","16",74,2,535000
"1","16",187,2,1100000
"2","16",180,1,260000
"1","16",60,2,180000
"1","16",77,1,372000
"1","16",50,2,290000
"1","12",141,1,1099000
"1","8",146,10,499000
"2","16",277,3,1450000
"2","16",140,1,580000
"2","16",420,3,730000
"1","16",116,3,720000
"2","16",322,2,980000
"2","16",140,1,559998
"2","16",65,1,275000
"1","16",55,2,215000
"1","16",86,1,530000
"1","16",56,1,270000
"2","16",125,2,580000
"1","2",68,8,220000
"1","11",110,7,420000
"2","16",120,2,450000
"1","16",125,1,1700000
"1","16",80,2,265000
"2","16",236,1,1200000
"2","16",145,2,460000
"1","16",186,10,1290000
"1","16",59,2,318900
"2","16",181,2,500000
"1","16",100,2,550000
"1","5",47,1,120000
"2","16",193,2,750000
"2","12",110,1,200000
"2","16",85,4,250000
"1","16",121,1,1060000
"1","16",116,2,1500000
"1","16",48,1,210000
"2","11",135,3,390000
"2","11",150,3,350000
"2","16",169,1,380000
"1","3",162,3,940000
"2","16",300,3,1700000
"2","16",109,3,550000
"1","16",61,2,245000
"1","16",270,2,1500000
"1","16",74,2,485000
"2","16",212,3,925000
"1","16",53,1,290000
"1","16",65,2,140000
"2","16",200,3,900000
"2","16",330,3,1600000
"2","11",76,3,130000
"1","16",50,2,190000
"1","16",233,5,4787000
"2","16",104,1,385000
"2","16",172,3,1380000
"1","16",83,2,550000
"2","16",115,2,430000
"2","16",187,2,525000
"2","16",70,2,308980
"1","16",40,1,378000
"1","13",58,1,195000
"1","13",70,1,175000
"1","13",76,1,450000
"2","13",160,3,370000
"2","16",248,2,600000
"2","16",285,4,700000
"2","16",249,3,1500000
"2","16",580,3,2650000
"2","16",88,2,650000
"2","16",180,2,450000
"2","16",130,1,690000
"1","16",102,1,480000
"2","16",110,1,245000
"2","16",400,1,1680000
"1","16",333,3,2700000
"2","16",175,2,1190000
"1","16",91,2,1276000
"2","16",200,2,950000
"1","16",256,3,2300000
"1","16",125,2,1380000
"1","16",41,1,468000
"2","16",500,4,6170000
"2","16",390,2,4900000
"1","16",812,3,23000000
"2","16",400,3,1200000
"1","16",293,2,2650000
"1","16",105,2,749000
"2","16",400,2,2544000
"2","16",390,3,2500000
"1","16",97,1,750000
"1","8",110,2,390000
"1","8",124,1,450000
"1","13",276,2,3000000
"1","13",38,1,600000
"1","13",250,1,3000000
"1","13",35,1,530000
"1","13",35,1,460000
"1","13",98,1,1070000
"1","13",90,1,850000
"1","13",105,2,1000000
"1","13",34,1,430000
"1","13",40,1,390000
"1","13",140,2,1500000
"1","13",95,1,2310000
"1","13",58,1,450000
"1","13",127,1,1350000
"1","13",40,1,790000
"1","13",270,1,4150000
"1","13",330,3,2190000
"1","13",280,2,3500000
"1","13",50,1,590000
"1","13",72,1,720000
"1","13",56,1,590000
"1","13",132,1,1100000
"1","13",105,1,1300000
"2","13",80,1,230000
"2","16",425,3,2300000
"1","16",400,4,2500000
"1","16",68,2,350000
"4","16",41,1,712950
"1","16",62,1,435000
"2","16",95,1,394000
"2","16",80,1,495000
"2","16",115,1,550000
"1","16",74,1,721000
"1","16",100,2,730000
"2","16",39,1,450000
"1","8",281,1,2550000
"1","10",53,2,164000
"1","23",480,3,5645000
"2","13",55,1,1050000
"1","13",104,2,1600000
"1","13",300,3,6500000
"1","13",172,2,6000000
"1","13",250,4,9500000
"1","13",80,1,1390000
"1","13",80,3,450000
"1","15",113,1,1086647
"1","15",166,1,1420600
"1","15",113,1,986288
"2","15",245,3,1300000
"2","16",270,1,2100000
"1","16",70,1,225000
"2","16",340,1,1300000
"2","16",191,2,435000
"2","16",176,2,540000
"4","16",46,1,250000
"2","16",311,3,1100000
"1","16",82,2,660000
"1","16",103,2,535000
"1","16",38,1,190000
"1","16",50,1,235000
"1","16",43,1,235000
"1","16",69,1,380000
"2","16",587,5,3000000
"1","16",67,2,270000
"2","16",129,1,550000
"2","16",340,2,3800000
"2","16",360,3,1700000
"2","16",300,2,1700000
"2","16",350,4,1830000
"1","16",89,2,1300000
"1","16",155,1,2390000
"2","16",140,1,650000
"1","16",115,1,1060000
"1","16",220,1,1800000
"1","16",223,3,2650000
"1","16",364,3,4500000
"1","16",30,1,250000
"2","16",120,10,2600000
"1","16",105,2,1149000
"1","16",27,1,396140
"1","16",56,1,750000
"2","16",220,2,2300000
"1","16",485,5,8120900
"2","16",145,1,960000
"2","16",180,1,790000
"1","16",86,1,650000
"1","16",48,1,310000
"1","16",80,2,347000
"1","16",60,2,320000
"1","16",41,1,500000
"1","16",139,1,995000
"2","16",220,2,990000
"1","16",120,1,1280000
"1","16",87,2,692000
"1","16",90,1,936000
"1","16",90,4,860000
"1","16",95,1,1207000
"1","16",180,2,1650000
"1","16",45,1,460000
"1","16",98,3,820000
"1","16",173,4,2095000
"2","16",67,1,350000
"1","16",50,1,327000
"2","16",88,1,379000
"2","16",180,1,870000
"1","16",74,1,425000
"1","16",78,1,400000
"1","16",104,1,890000
"1","16",63,2,415000
"1","16",143,3,1400000
"1","16",75,2,699600
"1","16",158,3,1800000
"1","16",115,2,880000
"2","16",110,1,550000
"1","16",85,1,640000
"2","16",125,2,580000
"2","16",150,1,675000
"2","14",460,1,1600000
"1","14",64,1,320000
"2","14",250,1,500000
"1","13",54,2,345100
"1","16",85,1,298000
"2","16",580,3,3200000
"2","16",200,2,1100000
"2","8",160,1,640000
"1","16",81,2,264000
"1","16",107,3,450000
"2","16",288,4,650000
"2","16",160,1,550000
"2","11",155,1,450000
"1","16",93,2,350000
"1","16",50,1,260000
"1","16",76,1,263000
"1","16",82,1,510000
"1","16",67,1,425000
"1","16",72,1,595000
"1","16",170,3,1700000
"2","16",231,2,550000
"1","14",109,1,548000
"1","15",233,3,926250
"2","14",130,1,190000
"1","16",196,3,1750000
"1","2",27,1,250000
"1","8",48,6,149000
"2","16",400,3,1300000
"1","16",5262,1,317400
"1","16",90,2,895000
"1","16",224,2,2300000
"2","16",134,1,580000
"1","16",134,3,385000
"2","15",200,4,800000
"2","13",83,1,350000
"1","16",107,1,660000
"1","16",51,1,267000
"1","16",116,2,750000
"1","16",77,1,340000
"1","16",48,1,200000
"2","13",60,1,290000
"1","16",75,2,600000
"1","16",145,1,705000
"1","16",415,4,3300000
"4","15",49,1,490000
"2","16",80,1,425000
"1","16",128,2,750000
"1","16",300,3,2000000
"1","16",35,1,225000
"2","16",273,1,850000
"1","16",84,1,290000
"2","16",125,2,469000
"2","16",100,2,280000
"1","16",55,2,270000
"1","16",68,1,270000
"2","9",130,2,340000
"1","16",40,3,390000
"1","15",84,1,650000
"1","8",72,1,280000
"2","16",154,2,225000
"1","16",126,3,220000
"1","16",160,14,920000
"2","16",58,1,220000
"2","16",64,1,235000
"1","6",412,4,3070080
"1","13",90,2,350000
"1","16",83,3,706000
"1","16",64,2,299000
"1","16",90,2,325000
"2","16",110,3,430000
"2","16",100,2,190800
"1","16",191,3,2800000
"1","16",300,4,7000000
"2","16",160,3,780000
"1","11",398,3,4923630
"1","16",29,1,120000
"1","16",43,1,190000
"1","16",103,2,456000
"1","16",105,2,1400000
"1","16",48,1,150000
"2","16",54,1,350000
"1","16",52,1,200000
"1","16",60,1,280000
"1","16",102,2,818830
"1","16",152,2,840000
"1","16",67,1,212000
"1","16",100,1,700000
"1","16",80,1,440000
"1","2",163,1,550000
"1","8",45,1,235000
"2","16",241,2,1050000
"1","16",50,1,195000
"2","16",288,2,1200000
"2","16",90,1,190000
"1","16",60,1,420000
"1","16",108,1,910000
"1","16",64,1,505900
"1","16",70,2,350000
"2","16",94,1,400000
"1","16",241,3,1800000
"2","16",160,1,380000
"1","16",127,1,440000
"1","16",58,1,309000
"2","16",378,3,1500000
"2","16",109,2,345000
"1","16",85,1,427000
"1","16",82,2,800000
"1","16",56,2,318000
"2","8",200,2,500000
"1","16",60,5,180000
"2","16",155,2,455000
"2","16",183,2,780000
"2","16",200,3,370000
"2","13",80,2,329000
"2","13",192,1,1080000
"2","16",462,2,2500000
"2","8",190,2,540000
"2","16",221,4,680000
"1","11",62,1,190000
"2","20",400,2,650000
"2","16",193,1,700000
"2","16",191,2,780000
"1","16",162,4,1600000
"1","2",89,1,464000
"2","16",330,1,1950000
"2","16",224,2,870000
"1","16",83,2,600000
"2","16",90,1,500000
"1","16",190,2,1249900
"2","16",180,2,640000
"2","16",168,2,780000
"2","16",290,3,297000
"1","16",115,3,480000
"1","16",73,2,265000
"1","16",57,1,195000
"2","16",167,3,540000
"2","16",185,3,565000
"2","16",128,3,380000
"1","16",60,2,660000
"1","16",53,2,320000
"1","16",50,2,260000
"2","16",400,5,680000
"1","16",42,1,205000
"1","16",56,1,250000
"1","16",65,5,213000
"1","8",71,1,225000
"1","16",350,4,2500000
"1","3",53,1,225000
"1","16",108,3,972000
"1","16",157,13,2400000
"1","16",50,2,335000
"1","16",240,2,1300000
"1","16",96,2,980000
"1","16",136,2,1250000
"1","16",60,1,310000
"1","16",54,2,590000
"1","8",154,1,1426000
"1","14",61,1,562000
"1","16",60,2,315000
"2","16",268,2,1473000
"2","13",135,1,650000
"1","16",45,1,4500000
"1","16",49,1,325000
"1","16",45,2,220000
"3","16",185,3,435000
"2","16",195,1,700000
"1","16",73,1,240000
"2","16",110,1,420000
"1","16",42,1,529000
"1","16",100,2,795000
"1","16",80,1,730000
"2","16",93,3,406000
"2","16",130,1,310000
"1","16",53,2,570000
"2","16",250,1,686000
"1","8",214,1,800000
"2","8",300,3,1000000
"1","13",125,1,1050000
"2","16",160,2,450000
"2","16",99,2,420000
"1","16",485,2,5433000
"1","16",91,1,540000
"2","16",100,1,400000
"2","16",205,10,950000
"1","16",30,1,95000
"1","6",60,2,220000
"1","16",123,2,790000
"2","16",330,3,980000
"1","5",60,2,240000
"2","9",140,1,140000
"2","16",203,3,765981
"1","16",45,1,180000
"1","16",175,1,930000
"1","16",100,2,790000
"2","16",78,3,300000
"1","16",50,1,235000
"2","16",285,2,1699000
"2","16",270,1,450000
"1","8",130,1,650000
"2","16",130,1,410000
"2","16",90,1,398000
"1","8",75,1,394000
"1","8",56,1,638000
"1","16",210,1,950000
"1","16",69,2,400000
"2","16",600,2,10200000
"2","16",189,2,873604
"2","16",68,1,340000
"1","16",50,1,240000
"1","16",68,1,360000
"2","16",119,1,680000
"2","16",100,1,480000
"1","16",164,2,1990000
"1","16",46,1,175000
"2","8",185,1,450000
"1","8",82,1,870000
"1","16",37,1,170000
"1","16",64,1,470000
"2","16",156,3,420000
"2","16",153,3,370000
"1","16",130,3,565000
"1","11",33,1,170000
"2","13",77,2,230000
"1","16",86,2,750000
"1","16",83,2,529000
"1","16",132,2,430000
"2","16",350,3,1200000
"1","16",110,2,1070000
"1","16",322,3,6750000
"1","16",340,12,5900000
"1","16",136,2,1701000
"1","16",138,9,2400000
"2","8",259,2,750000
"2","16",170,1,590000
"2","16",197,1,570000
"2","16",230,3,760000
"2","16",182,2,599000
"1","16",67,2,325000
"2","16",123,2,1080000
"1","16",49,2,298000
"2","16",114,1,370000
"1","8",82,1,445000
"1","16",252,3,580000
"1","16",50,1,280000
"1","20",55,1,127000
"2","16",108,1,450000
"2","16",400,7,2400000
"1","16",51,1,265000
"2","16",115,1,510000
"2","16",53,1,269000
"1","8",60,1,325000
"1","16",103,1,1552000
"1","16",58,1,220000
"1","16",65,2,350000
"2","14",412,2,1890000
"1","16",49,1,246400
"1","16",67,1,320000
"1","6",70,1,109000
"2","11",99,3,229000
"2","16",1000,4,7750000
"2","16",80,1,300000
"1","16",85,2,600000
"1","16",162,1,1450000
"2","16",150,3,800000
"2","16",170,2,520000
"1","16",68,2,260000
"1","16",60,1,1084730
"1","13",42,1,290000
"1","16",125,2,950000
"1","16",46,1,265000
"1","16",65,1,405000
"1","16",43,1,210000
"2","16",100,2,460000
"1","15",139,3,1250000
"1","16",400,4,2100000
"2","16",86,1,200000
"1","16",225,1,2400000
"2","16",350,3,1500000
"2","16",311,1,550000
"1","16",58,1,200000
"2","16",500,4,1000000
"1","16",98,2,1499000
"1","16",59,2,275000
"2","16",220,3,700000
"2","16",210,2,650000
"1","16",67,2,660000
"1","10",77,2,600000
"2","16",97,1,270000
"1","16",172,1,1120000
"2","16",99,1,290000
"2","16",220,2,700000
"1","11",68,2,349000
"2","11",70,2,173500
"1","16",46,1,200000
"1","16",204,3,3300000
"2","16",78,3,260000
"2","16",100,3,295000
"2","18",180,3,500000
"2","18",296,4,1500000
"2","18",360,6,1800000
"1","12",87,1,530000
"1","16",67,2,320000
"2","16",147,3,580000
"2","16",90,1,490000
"2","16",228,3,950000
"1","6",70,1,170000
"1","16",67,2,394796
"1","16",73,1,500000
"2","16",120,2,740000
"1","16",45,1,200000
"1","16",56,1,350000
"1","16",70,1,375000
"2","16",162,2,750000
"2","16",180,1,210000
"2","16",127,2,310000
"2","16",185,2,680000
"4","11",90,2,399000
"2","16",280,2,1475000
"2","16",68,1,265000
"2","16",88,2,640000
"1","16",157,2,1400000
"4","16",35,1,278000
"1","16",55,1,530000
"1","16",65,1,350000
"1","16",244,2,2700000
"2","16",64,1,235000
"1","5",78,1,270000
"2","16",225,3,850000
"1","16",115,2,1150000
"1","16",80,2,628000
"1","16",99,2,1010000
"2","16",550,4,2100000
"2","15",254,2,695000
"2","16",130,3,585000
"2","16",70,1,250000
"2","16",70,1,285000
"1","16",66,2,410000
"1","16",100,2,795000
"1","16",65,8,950000
"2","16",180,2,750000
"1","8",190,1,1500000
"1","13",125,9,850000
"1","15",121,1,1042000
"2","16",125,3,209242
"1","16",48,2,196000
"1","16",66,1,510000
"2","16",318,3,1200000
"2","16",101,2,650000
"1","16",124,1,670000
"2","16",280,2,1200000
"2","2",60,5,145000
"2","16",250,1,330000
"2","16",417,3,2200000
"2","16",80,5,275000
"4","16",42,2,330000
"2","16",130,2,470000
"1","16",43,1,350000
"1","16",160,1,900000
"2","16",291,3,2000000
"2","16",186,3,435000
"2","16",490,3,2400000
"1","16",89,2,625000
"1","16",78,2,400000
"1","16",320,4,2520000
"1","16",100,3,340000
"1","8",78,3,330000
"1","16",52,3,190000
"2","16",405,4,1950000
"1","16",45,2,245000
"2","16",89,1,260000
"1","8",55,1,160000
"1","16",77,2,403000
"2","16",200,1,1200000
"1","8",83,1,390000
"1","11",80,2,460500
"2","16",145,1,450000
"1","16",96,1,650300
"1","16",52,1,280000
"1","16",55,1,270000
"1","16",98,1,640000
